,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
116,9662,gkA1B9zEE80,309.13,partially,turn,91537,halfway,flip,,,,,,,,,[],[],[],[],gkA1B9zEE80_309-13
117,111,a9SatMhRQQ8,66.125,finely,cut,20880,finely,chop,add,add,40054.0,64.04,cut,cut,40056.0,73.66,"['add', 'cut']","['add', 'cut']","[40054, 40056]","[64.04, 73.66]",a9SatMhRQQ8_66-125
118,1451,DN4lH0Tadvs,66.96000000000001,partially,cook,16323,slightly,color,add,add,472080.0,62.73,add,add,472082.0,70.51,"['add', 'add', 'add']","['add', 'add', 'add']","[472079, 472080, 472082]","[57.72, 62.73, 70.51]",DN4lH0Tadvs_66-96000000000001
119,6579,cFiHQZsZnlI,133.85,partially,cook,20898,slightly,cook,drop,dip,360019.0,119.37,use,use,360021.0,135.75,"['use', 'fill', 'fry']","['use', 'fill', 'cook']","[360021, 360022, 360023]","[135.75, 136.78, 140.86]",cFiHQZsZnlI_133-85
120,5327,RDY32qycf5E,845.73,completely,mix,101028,completely,mix,whisk,mix,107312.0,841.2,,,,,['whisk'],['mix'],[107312],[841.2],RDY32qycf5E_845-73
121,1038,xxli844kxP0,378.005,completely,dip,105259,fully,submerge,boil,cook,12540.0,298.63,start,start,12542.0,385.23,['start'],['start'],[12542],[385.23],xxli844kxP0_378-005
122,4459,4C-ZUGi4R-Q,245.73,completely,twist,40596,fully,tighten,start,start,240722.0,239.47,put,put,240725.0,261.36,['start'],['start'],[240722],[239.47],4C-ZUGi4R-Q_245-73
123,16899,dHu2OgmpB4k,161.695,quickly,melt,85159,quickly,melt,add,add,82755.0,159.93,add,add,82756.0,166.32,"['boil', 'add', 'add', 'fold']","['cook', 'add', 'add', 'fold']","[82753, 82755, 82756, 82757]","[157.73, 159.93, 166.32, 169.41]",dHu2OgmpB4k_161-695
124,12429,FCcGpk-ctZA,336.095,partially,cook,29477,slightly,brown,sear,cook,475871.0,317.72,,,,,[],[],[],[],FCcGpk-ctZA_336-095
125,2124,J9RBeilGAlI,262.325,partially,cool,16136,slightly,cool,set,set,52584.0,259.73,sift,pour,52586.0,267.83,"['set', 'sift']","['set', 'pour']","[52584, 52586]","[259.73, 267.83]",J9RBeilGAlI_262-325
126,15150,Mk7w0wv-dPE,102.725,finely,cut,14133,fine,chop,dry,dry,119097.0,96.45,mix,mix,119100.0,111.51,"['dry', 'mix']","['dry', 'mix']","[119097, 119100]","[96.45, 111.51]",Mk7w0wv-dPE_102-725
127,15010,vnKghOXtAtM,155.995,quickly,fold,75501,quickly,fold,blend,mix,28626.0,142.9,pour,pour,28628.0,193.61,[],[],[],[],vnKghOXtAtM_155-995
128,5231,91DAznuHBj8,514.44,partially,press,101028,slightly,mash,use,use,101766.0,512.25,rotate,turn,101768.0,524.08,"['build', 'use', 'rotate']","['make', 'use', 'turn']","[101765, 101766, 101768]","[504.96, 512.25, 524.08]",91DAznuHBj8_514-44
129,16349,yGopICADac8,289.92,quickly,cook,41950,rapidly,boil,drop,dip,68708.0,276.68,crack,separate,68710.0,291.92,['crack'],['separate'],[68710],[291.92],yGopICADac8_289-92
130,16161,29hDInnNcDM,106.515,completely,mix,41950,totally,dissolve,make,make,71348.0,84.79,add,add,71350.0,108.86,"['add', 'start', 'add']","['add', 'start', 'add']","[71350, 71351, 71352]","[108.86, 115.72, 116.19]",29hDInnNcDM_106-515
131,2210,yR3TedUmDpY,155.445,completely,cool,16136,completely,cool,remove,take,55852.0,154.74,start,start,55853.0,162.05,"['remove', 'start', 'stack', 'fill']","['take', 'start', 'stack', 'fill']","[55852, 55853, 55854, 55855]","[154.74, 162.05, 162.74, 164.11]",yR3TedUmDpY_155-445
132,3823,-Z5IMhQYpmg,2531.37,completely,mix,109761,thoroughly,mix,fill,fill,416328.0,2516.44,form,make,416330.0,2542.44,[],[],[],[],-Z5IMhQYpmg_2531-37
133,11056,YVvvu7Okab4,124.875,slowly,start,118831,slowly,start,fold,fold,297267.0,115.44,use,use,297269.0,140.81,['fold'],['fold'],[297267],[115.44],YVvvu7Okab4_124-875
134,16416,jn6SDELdZmA,115.24,slowly,turn,57396,slowly,turn,start,start,94584.0,113.77,use,use,94586.0,117.95,"['start', 'use']","['start', 'use']","[94584, 94586]","[113.77, 117.95]",jn6SDELdZmA_115-24
135,7216,xQcdCpWBeKE,287.385,partially,hold,89899,barely,hold,build,make,221614.0,245.74,,,,,[],[],[],[],xQcdCpWBeKE_287-385
136,5700,VABg0lf0D4o,62.165,completely,cool,118819,completely,freeze,open,open,449679.0,46.56,use,use,449680.0,106.32,[],[],[],[],VABg0lf0D4o_62-165
137,5148,zOfZWC1lywk,88.38499999999998,partially,cook,101028,slightly,thicken,cook,cook,106931.0,86.64,add,add,106933.0,93.39,"['start', 'stir', 'cook', 'add']","['start', 'mix', 'cook', 'add']","[106929, 106930, 106931, 106933]","[78.52, 82.08, 86.64, 93.39]",zOfZWC1lywk_88-38499999999998
138,11362,Mrvslv0Nyms,31.125,finely,cut,105209,finely,slice,cook,cook,201145.0,31.03,cook,cook,201146.0,35.03,"['cook', 'cook', 'cook', 'chop']","['cook', 'cook', 'cook', 'cut']","[201144, 201145, 201146, 201147]","[25.07, 31.03, 35.03, 40.83]",Mrvslv0Nyms_31-125
139,11206,xWSiBOeqon8,47.115,quickly,make,105209,quickly,prepare,chop,cut,199495.0,42.27,take,take,199498.0,51.1,"['chop', 'chop', 'take', 'add', 'break']","['cut', 'cut', 'take', 'add', 'separate']","[199495, 199496, 199498, 199499, 199500]","[42.27, 41.7, 51.1, 53.93, 55.68]",xWSiBOeqon8_47-115
140,14197,OFGZoL5-LQ8,75.53999999999998,partially,cut,114508,halfway,slice,sit,sit,451172.0,73.11,fill,fill,451174.0,76.36,"['melt', 'sit', 'fill', 'pop']","['melt', 'sit', 'fill', 'put']","[451171, 451172, 451174, 451175]","[69.1, 73.11, 76.36, 84.68]",OFGZoL5-LQ8_75-53999999999998
141,6307,K3VRBPWxXbU,222.505,completely,dry,106686,completely,dry,add,add,573471.0,220.83,add,add,573473.0,233.2,"['mash', 'add']","['press', 'add']","[573469, 573471]","[215.92, 220.83]",K3VRBPWxXbU_222-505
142,6624,Vrs5xPqj_r4,39.755,completely,cut,20898,totally,cut,start,start,353876.0,30.92,start,start,353880.0,60.51,['start'],['start'],[353876],[30.92],Vrs5xPqj_r4_39-755
143,8045,CEVUanqyVO0,260.08000000000004,slowly,pour,34938,slowly,pour,turn,turn,527067.0,256.43,turn,turn,527069.0,266.16,"['sit', 'turn', 'turn']","['sit', 'turn', 'turn']","[527066, 527067, 527069]","[254.92, 256.43, 266.16]",CEVUanqyVO0_260-08000000000004
144,14023,-GyoZn6mzbQ,177.175,completely,press,77194,completely,crush,strain,drain,427492.0,168.51,release,release,427494.0,186.05,"['strain', 'release']","['drain', 'release']","[427492, 427494]","[168.51, 186.05]",-GyoZn6mzbQ_177-175
145,2881,WeQ9Msq8iAs,96.62,slowly,add,26618,slowly,add,beat,mix,558804.0,88.86,scrape,scrape,558806.0,105.02,"['mix', 'beat', 'scrape']","['mix', 'mix', 'scrape']","[558803, 558804, 558806]","[87.31, 88.86, 105.02]",WeQ9Msq8iAs_96-62
146,7839,PegHW7We5rE,59.925,completely,set,34938,completely,set,cover,cover,524480.0,56.24,pull,pull,524482.0,61.19,"['make', 'touch', 'turn', 'melt', 'melt', 'prepare', 'cover', 'pull', 'pour']","['make', 'touch', 'turn', 'melt', 'melt', 'make', 'cover', 'pull', 'pour']","[524474, 524475, 524476, 524477, 524478, 524479, 524480, 524482, 524483]","[50.49, 51.07, 51.37, 52.88, 54.63, 55.32, 56.24, 61.19, 63.78]",PegHW7We5rE_59-925
147,7734,N5_eTUh3LLo,242.495,completely,cover,34938,completely,cover,fall,fall,524674.0,240.86,place,put,524678.0,251.77,"['start', 'pull', 'fall', 'attach', 'place']","['start', 'pull', 'fall', 'attach', 'put']","[524672, 524673, 524674, 524675, 524678]","[234.27, 234.92, 240.86, 239.41, 251.77]",N5_eTUh3LLo_242-495
148,1702,n8tvF0hdXms,33.65,completely,mix,42901,thoroughly,beat,make,make,394025.0,21.67,add,add,394028.0,56.28,[],[],[],[],n8tvF0hdXms_33-65
149,402,3z2jTcsL28g,210.485,completely,cover,50348,completely,cover,cool,cool,306061.0,208.82,drain,drain,306063.0,229.39,"['cool', 'cool']","['cool', 'cool']","[306060, 306061]","[202.7, 208.82]",3z2jTcsL28g_210-485
150,2299,WBRoQfgWHPw,60.49,slowly,mix,16136,slowly,mix,add,add,49106.0,57.7,break,separate,49108.0,65.73,"['add', 'break', 'break']","['add', 'separate', 'separate']","[49106, 49108, 49109]","[57.7, 65.73, 66.76]",WBRoQfgWHPw_60-49
151,6570,Ig9TPUZindg,220.015,completely,cook,20898,fully,cook,soak,soak,358889.0,216.08,thicken,cook,358891.0,228.54,"['simmer', 'soak', 'thicken']","['cook', 'soak', 'cook']","[358888, 358889, 358891]","[213.68, 216.08, 228.54]",Ig9TPUZindg_220-015
152,4032,GsirLkZdovw,528.175,quickly,dry,113764,fast,dry,cook,cook,274612.0,525.49,mix,mix,274614.0,541.53,"['boil', 'cook']","['cook', 'cook']","[274611, 274612]","[522.34, 525.49]",GsirLkZdovw_528-175
153,10815,nXIzowApoA0,200.72,partially,fill,118831,halfway,fill,place,put,299787.0,195.18,bake,cook,299791.0,208.19,"['place', 'bake']","['put', 'cook']","[299787, 299791]","[195.18, 208.19]",nXIzowApoA0_200-72
154,9638,25GYKiZ6118,318.52,quickly,shake,91537,vigorously,shake,,,,,,,,,[],[],[],[],25GYKiZ6118_318-52
155,4051,0zmZjWQWj2w,82.39500000000002,finely,cut,113764,thinly,slice,reduce,cook,270752.0,47.74,cut,cut,270754.0,94.08,[],[],[],[],0zmZjWQWj2w_82-39500000000002
156,14042,UNlO2T8mKj4,225.68,completely,mix,77194,thoroughly,incorporate,cool,cool,424762.0,216.28,use,use,424764.0,235.05,"['cool', 'use']","['cool', 'use']","[424762, 424764]","[216.28, 235.05]",UNlO2T8mKj4_225-68
157,2190,9T_NatkyYTI,450.84,completely,mix,16136,thoroughly,mix,add,add,50116.0,444.34,take,take,50119.0,461.15,['add'],['add'],[50116],[444.34],9T_NatkyYTI_450-84
158,16719,uFKdQO0XbQk,71.03,finely,cut,85159,finely,shred,use,use,77592.0,68.64,grind,grind,77594.0,73.72,"['use', 'grind']","['use', 'grind']","[77592, 77594]","[68.64, 73.72]",uFKdQO0XbQk_71-03
159,2446,5-1_O5hKbeA,134.83499999999998,completely,set,81790,completely,set,pop,put,334212.0,123.24,join,attach,334215.0,150.23,[],[],[],[],5-1_O5hKbeA_134-83499999999998
160,12650,ZxH6m6rluVM,233.585,finely,cut,118421,thinly,slice,carve,cut,59055.0,204.45,use,use,59057.0,237.02,['use'],['use'],[59057],[237.02],ZxH6m6rluVM_233-585
161,2454,JX_d33c2m3Y,143.63,partially,cool,81790,slightly,cool,remove,take,335045.0,140.92,handle,hold,335047.0,145.74,"['transfer', 'grease', 'steam', 'remove', 'handle', 'knead', 'lift', 'wrap']","['move', 'spread', 'cook', 'take', 'hold', 'knead', 'raise', 'cover']","[335042, 335043, 335044, 335045, 335047, 335048, 335049, 335050]","[133.93, 136.34, 138.01, 140.92, 145.74, 148.58, 150.77, 152.92]",JX_d33c2m3Y_143-63
162,14998,rOAB6lYMYWo,218.955,slowly,add,75501,slowly,add,form,make,24511.0,216.16,turn,turn,24514.0,227.38,"['mix', 'start', 'form', 'turn']","['mix', 'start', 'make', 'turn']","[24509, 24510, 24511, 24514]","[213.6, 215.12, 216.16, 227.38]",rOAB6lYMYWo_218-955
163,7345,MpCGTZmzxOE,43.43,completely,use,30744,totally,use,open,open,569980.0,33.81,turn,turn,569982.0,57.75,['open'],['open'],[569980],[33.81],MpCGTZmzxOE_43-43
164,6600,UVz78SiqKSo,7.96,finely,cut,20898,finely,chop,,,,,soak,soak,355195.0,94.56,[],[],[],[],UVz78SiqKSo_7-96
165,11178,mt19I5ru8cw,41.785,finely,cut,105209,finely,chop,add,add,202682.0,37.19,dice,cut,202684.0,52.08,"['take', 'add']","['take', 'add']","[202681, 202682]","[33.98, 37.19]",mt19I5ru8cw_41-785
166,701,bT4DHv76CN4,291.635,completely,mix,97633,completely,mix,add,add,444669.0,281.13,pour,pour,444671.0,298.51,['pour'],['pour'],[444671],[298.51],bT4DHv76CN4_291-635
167,1680,uGNjwNOkHSc,488.765,completely,make,42901,completely,assemble,build,make,395641.0,484.48,add,add,395643.0,491.42,"['build', 'add']","['make', 'add']","[395641, 395643]","[484.48, 491.42]",uGNjwNOkHSc_488-765
168,8642,VZgXr7bLTAU,790.74,quickly,cook,93400,rapidly,boil,roast,cook,267899.0,772.98,use,use,267901.0,804.77,[],[],[],[],VZgXr7bLTAU_790-74
169,3305,WwO8apW6Muk,428.415,quickly,cut,100901,quickly,cut,remove,take,560499.0,418.6,make,make,560502.0,450.27,['remove'],['take'],[560499],[418.6],WwO8apW6Muk_428-415
170,5096,fnqkoME_YjM,158.3,finely,cut,101028,finely,chop,add,add,109811.0,142.5,oil,spread,109812.0,181.25,[],[],[],[],fnqkoME_YjM_158-3
171,996,NX0XYT4q_2Q,639.105,finely,cut,105259,thinly,slice,lay,put,13936.0,630.86,,,,,['lay'],['put'],[13936],[630.86],NX0XYT4q_2Q_639-105
172,203,_RIVktFYymU,214.26,completely,mix,20880,thoroughly,mix,slice,cut,41526.0,183.85,fill,fill,41528.0,223.63,['fill'],['fill'],[41528],[223.63],_RIVktFYymU_214-26
173,4090,-KSxY08ISWw,87.805,quickly,wash,93376,quickly,wash,dry,dry,327521.0,87.72,combine,mix,327522.0,91.2,"['prepare', 'dry', 'combine']","['make', 'dry', 'mix']","[327519, 327521, 327522]","[84.36, 87.72, 91.2]",-KSxY08ISWw_87-805
174,6654,Q5LJZSI-7Eo,118.555,partially,press,20898,slightly,mash,stuff,fill,355362.0,115.88,remove,take,355364.0,135.36,"['cook', 'stuff']","['cook', 'fill']","[355361, 355362]","[110.02, 115.88]",Q5LJZSI-7Eo_118-555
175,1826,qPMkhAPTTsI,264.05,completely,fill,34967,completely,fill,seal,close,373710.0,260.52,dry,dry,373712.0,270.94,"['place', 'press', 'seal', 'dry']","['put', 'press', 'close', 'dry']","[373708, 373709, 373710, 373712]","[255.68, 257.7, 260.52, 270.94]",qPMkhAPTTsI_264-05
176,16760,bm0Jpuk113I,155.535,completely,cool,85159,completely,cool,fill,fill,78959.0,147.65,,,,,['fill'],['fill'],[78959],[147.65],bm0Jpuk113I_155-535
177,7823,LKzoGC1npcw,1010.545,partially,start,34938,barely,start,bake,cook,521612.0,1000.43,set,set,521614.0,1022.24,[],[],[],[],LKzoGC1npcw_1010-545
178,12802,WgWwGJOvqpo,58.45,completely,use,76407,totally,use,add,add,283094.0,48.84,cut,cut,283096.0,81.31,['add'],['add'],[283094],[48.84],WgWwGJOvqpo_58-45
179,1938,bQNo4_VuQC8,175.66,quickly,cook,51659,quickly,cook,season,sprinkle,434358.0,165.16,rise,raise,434361.0,181.25,['rise'],['raise'],[434361],[181.25],bQNo4_VuQC8_175-66
180,5319,yMjvU7yAp4w,125.23,slowly,add,101028,slowly,add,combine,mix,111126.0,114.52,cook,cook,111128.0,130.38,['cook'],['cook'],[111128],[130.38],yMjvU7yAp4w_125-23
181,14858,58kKk1XLg7Y,176.575,slowly,peel,75501,slowly,peel,stick,stick,23628.0,174.49,use,use,23630.0,200.51,"['stick', 'bring', 'stick']","['stick', 'carry', 'stick']","[23626, 23627, 23628]","[166.75, 171.27, 174.49]",58kKk1XLg7Y_176-575
182,16004,YLZNRQDUt-w,294.855,completely,cool,91518,completely,cool,set,set,151641.0,292.16,freeze,cool,151644.0,296.66,"['grab', 'set', 'freeze', 'freeze']","['take', 'set', 'cool', 'cool']","[151640, 151641, 151644, 151645]","[291.62, 292.16, 296.66, 298.57]",YLZNRQDUt-w_294-855
183,10543,8h8qi3OyKB8,215.16,completely,cook,41773,completely,cook,cover,cover,486808.0,213.66,start,start,486810.0,227.49,"['steam', 'cover']","['cook', 'cover']","[486807, 486808]","[210.2, 213.66]",8h8qi3OyKB8_215-16
184,563,1Sh2SBaL74E,16.955,quickly,cook,97633,quickly,cook,make,make,438936.0,10.21,assemble,make,438938.0,55.2,['make'],['make'],[438936],[10.21],1Sh2SBaL74E_16-955
185,9970,jgxnSdBy5nw,235.57,quickly,mix,106568,quickly,mix,break,separate,582957.0,234.41,cook,cook,582959.0,239.38,"['add', 'break', 'cook']","['add', 'separate', 'cook']","[582956, 582957, 582959]","[230.85, 234.41, 239.38]",jgxnSdBy5nw_235-57
186,11390,RFE7qdhjgXc,93.46,quickly,drain,105209,quickly,drain,loosen,twist,199026.0,87.13,start,start,199028.0,100.53,"['start', 'loosen', 'start', 'cook']","['start', 'twist', 'start', 'cook']","[199025, 199026, 199028, 199029]","[86.09, 87.13, 100.53, 101.18]",RFE7qdhjgXc_93-46
187,3865,oJ65_pUg-n0,233.205,completely,cook,113764,fully,cook,caramelize,cook,268861.0,225.96,stick,stick,268863.0,243.55,['caramelize'],['cook'],[268861],[225.96],oJ65_pUg-n0_233-205
188,2216,XIcacIqM1cc,115.04,partially,mix,16136,slightly,mix,sift,pour,47717.0,105.84,make,make,47720.0,128.59,['sift'],['pour'],[47717],[105.84],XIcacIqM1cc_115-04
189,3789,XjsDR6Ems2E,886.845,completely,dry,109761,completely,dry,brush,spread,414059.0,883.14,add,add,414062.0,893.83,"['brush', 'add', 'mix']","['spread', 'add', 'mix']","[414059, 414062, 414063]","[883.14, 893.83, 895.87]",XjsDR6Ems2E_886-845
190,245,PgLLBDtG2bM,183.715,finely,cut,20880,thinly,slice,mince,cut,45548.0,164.33,drain,drain,45550.0,204.6,[],[],[],[],PgLLBDtG2bM_183-715
191,751,h-8y9xyXaQI,217.32,completely,fall,97633,completely,fall,add,add,441245.0,52.87,adjust,adjust,441247.0,224.66,['adjust'],['adjust'],[441247],[224.66],h-8y9xyXaQI_217-32
192,13723,Mi4QaoT1efk,114.825,slowly,cook,41718,not fast,cook,crack,separate,594552.0,105.63,set,set,594554.0,118.32,"['crack', 'set']","['separate', 'set']","[594552, 594554]","[105.63, 118.32]",Mi4QaoT1efk_114-825
193,10772,eeOrFaQu7j8,787.37,completely,cover,118831,completely,cover,spread,spread,300603.0,781.72,make,make,300605.0,789.74,"['add', 'spread', 'make']","['add', 'spread', 'make']","[300602, 300603, 300605]","[779.1, 781.72, 789.74]",eeOrFaQu7j8_787-37
194,1080,Ck8TEwAtlbE,346.51,finely,grind,105259,finely,grind,use,use,17537.0,340.69,use,use,17539.0,374.55,"['turn', 'use']","['turn', 'use']","[17536, 17537]","[337.2, 340.69]",Ck8TEwAtlbE_346-51
195,16157,s5_4oergens,128.975,slowly,start,41950,slowly,start,stir,mix,72614.0,127.83,add,add,72616.0,129.79,"['mix', 'dissolve', 'stir', 'add', 'add']","['mix', 'mix', 'mix', 'add', 'add']","[72612, 72613, 72614, 72616, 72617]","[121.15, 125.18, 127.83, 129.79, 132.51]",s5_4oergens_128-975
196,14452,qYhB86EFOYE,42.2,partially,spread,114508,slightly,flatten,shape,make,466719.0,39.0,fall,fall,466721.0,46.83,"['shape', 'fall']","['make', 'fall']","[466719, 466721]","[39.0, 46.83]",qYhB86EFOYE_42-2
197,7,8M0qn87D7DM,53.45,completely,mix,53204,fully,dissolve,add,add,193470.0,53.19,pour,pour,193472.0,55.89,"['sit', 'sit', 'set', 'add', 'pour', 'set']","['sit', 'sit', 'set', 'add', 'pour', 'set']","[193465, 193466, 193468, 193470, 193472, 193473]","[43.64, 45.53, 48.11, 53.19, 55.89, 60.09]",8M0qn87D7DM_53-45
198,8876,Dim_CCcWZhQ,135.82999999999998,quickly,cook,1373,quickly,sear,season,sprinkle,20882.0,128.61,remove,take,20885.0,175.38,['season'],['sprinkle'],[20882],[128.61],Dim_CCcWZhQ_135-82999999999998
199,3931,w-j53NByxh4,244.28500000000003,finely,cut,113764,thinly,slice,open,open,271204.0,207.9,sprinkle,sprinkle,271206.0,245.0,['sprinkle'],['sprinkle'],[271206],[245.0],w-j53NByxh4_244-28500000000003
200,2241,Nbl0n2ZQNnI,539.62,quickly,move,16136,quickly,transfer,add,add,48944.0,528.97,add,add,48946.0,548.95,['add'],['add'],[48946],[548.95],Nbl0n2ZQNnI_539-62
201,10769,eeOrFaQu7j8,679.08,quickly,mix,118831,vigorously,stir,mix,mix,300589.0,670.1,add,add,300591.0,684.53,"['mix', 'add']","['mix', 'add']","[300589, 300591]","[670.1, 684.53]",eeOrFaQu7j8_679-08
202,15347,LHqjBdkCbm8,77.95,slowly,cook,14133,slowly,cook,use,use,121368.0,33.29,stop,stop,121373.0,88.54,[],[],[],[],LHqjBdkCbm8_77-95
203,7540,xOGZdTHSSGU,142.855,completely,set,30744,completely,set,press,press,571327.0,140.49,join,attach,571330.0,167.34,"['place', 'press']","['put', 'press']","[571326, 571327]","[137.24, 140.49]",xOGZdTHSSGU_142-855
204,16793,QkZS5XLAgZk,168.335,completely,cool,85159,completely,cool,remove,take,81747.0,159.83,wrap,cover,81749.0,170.88,"['remove', 'wrap']","['take', 'cover']","[81747, 81749]","[159.83, 170.88]",QkZS5XLAgZk_168-335
205,7810,kt7_igASDok,156.195,completely,mix,34938,fully,incorporate,feed,feed,522903.0,152.48,melt,melt,522906.0,177.52,['feed'],['feed'],[522903],[152.48],kt7_igASDok_156-195
206,7551,9LBpCnFPsY0,1345.035,completely,make,30744,fully,form,fall,fall,572074.0,1335.38,start,start,572076.0,1350.04,"['fall', 'start']","['fall', 'start']","[572074, 572076]","[1335.38, 1350.04]",9LBpCnFPsY0_1345-035
207,9481,hvNNdLGd5rI,43.945,slowly,pour,53195,slowly,pour,add,add,29586.0,38.05,stir,mix,29588.0,62.42,"['place', 'add']","['put', 'add']","[29585, 29586]","[34.54, 38.05]",hvNNdLGd5rI_43-945
208,7897,WEefX3sOWFk,58.205,completely,cool,34938,completely,cool,thicken,cook,518132.0,41.31,transfer,move,518135.0,59.53,"['transfer', 'blend']","['move', 'mix']","[518135, 518137]","[59.53, 66.65]",WEefX3sOWFk_58-205
209,7056,uFdAWn8eDEg,388.095,completely,dry,89899,completely,dry,apply,spread,216470.0,381.96,attach,attach,216472.0,396.75,"['apply', 'attach']","['spread', 'attach']","[216470, 216472]","[381.96, 396.75]",uFdAWn8eDEg_388-095
210,8106,GlfkQPzPp58,210.325,completely,cool,34938,completely,cool,fill,fill,526722.0,193.23,whisk,mix,526725.0,223.8,[],[],[],[],GlfkQPzPp58_210-325
211,12652,b_sFBFIQPjs,139.1,completely,dip,118421,totally,submerge,pour,pour,60904.0,132.66,poach,cook,60905.0,139.34,"['pour', 'poach', 'sit', 'grill', 'handle']","['pour', 'cook', 'sit', 'cook', 'hold']","[60904, 60905, 60906, 60907, 60908]","[132.66, 139.34, 142.86, 146.98, 147.81]",b_sFBFIQPjs_139-1
212,1541,Kz1Mg8oiOKE,123.315,slowly,cook,16323,slowly,simmer,lower,lower,475154.0,117.94,chop,cut,475156.0,129.63,"['bring', 'lower', 'chop', 'chop']","['carry', 'lower', 'cut', 'cut']","[475153, 475154, 475156, 475157]","[115.8, 117.94, 129.63, 131.35]",Kz1Mg8oiOKE_123-315
213,13228,0OY40gkE0N8,151.58499999999995,quickly,take,40610,rapidly,remove,use,use,147574.0,148.44,turn,turn,147576.0,175.41,"['loosen', 'use']","['twist', 'use']","[147573, 147574]","[146.69, 148.44]",0OY40gkE0N8_151-58499999999995
214,6037,uhZvrTZTn2s,103.815,completely,dry,40566,completely,dry,apply,spread,84498.0,99.19,add,add,84500.0,107.16,"['apply', 'add']","['spread', 'add']","[84498, 84500]","[99.19, 107.16]",uhZvrTZTn2s_103-815
215,8417,hlHiolQ9vEs,45.59,finely,cut,93400,thinly,slice,hit,hit,261182.0,37.04,cut,cut,261185.0,53.44,"['hit', 'cut']","['hit', 'cut']","[261182, 261185]","[37.04, 53.44]",hlHiolQ9vEs_45-59
216,7413,dHZT79aSfs0,616.685,partially,melt,30744,not completely,melt,clean,wash,572152.0,360.0,,,,,[],[],[],[],dHZT79aSfs0_616-685
217,689,M40fmJtu0_c,456.72,completely,cook,97633,thoroughly,cook,squeeze,press,443151.0,438.2,cover,cover,443154.0,458.32,"['cover', 'adjust', 'adjust']","['cover', 'adjust', 'adjust']","[443154, 443155, 443156]","[458.32, 462.25, 463.67]",M40fmJtu0_c_456-72
218,10238,-bMyMYTZGWk,196.635,completely,cool,96127,completely,cool,,,,,,,,,[],[],[],[],-bMyMYTZGWk_196-635
219,14390,EscFLAaveN0,547.9449999999998,completely,set,114508,completely,set,smooth,spread,453750.0,530.42,make,make,453752.0,560.92,[],[],[],[],EscFLAaveN0_547-9449999999998
220,13487,oaESTx4ud5I,35.235,completely,cool,76412,completely,cool,drizzle,sprinkle,408023.0,28.24,,,,,['drizzle'],['sprinkle'],[408023],[28.24],oaESTx4ud5I_35-235
221,17047,tqI6gCklrTI,14.805,partially,adjust,85159,slightly,change,,,,,raise,raise,80783.0,38.36,[],[],[],[],tqI6gCklrTI_14-805
222,2329,hm8xvOlccpc,834.015,completely,cover,16136,completely,cover,start,start,53014.0,828.45,prepare,make,53016.0,843.9,"['start', 'start', 'prepare']","['start', 'start', 'make']","[53013, 53014, 53016]","[826.98, 828.45, 843.9]",hm8xvOlccpc_834-015
223,13524,xB5fyAK_PWA,128.625,quickly,cook,76412,quickly,cook,transfer,move,408615.0,125.37,start,start,408617.0,130.52,"['flip', 'sear', 'transfer', 'start']","['turn', 'cook', 'move', 'start']","[408613, 408614, 408615, 408617]","[120.12, 124.52, 125.37, 130.52]",xB5fyAK_PWA_128-625
224,6386,OH5pP5Yd85A,270.52,quickly,cook,20898,quickly,reduce,mince,cut,354132.0,250.31,make,make,354134.0,275.66,['make'],['make'],[354134],[275.66],OH5pP5Yd85A_270-52
225,57,GaSC0SbsCmE,36.705,finely,cut,20880,finely,chop,add,add,43334.0,28.11,add,add,43335.0,39.22,"['add', 'add', 'add', 'mix']","['add', 'add', 'add', 'mix']","[43334, 43335, 43337, 43338]","[28.11, 39.22, 43.36, 45.73]",GaSC0SbsCmE_36-705
226,434,hXYoduN0kWs,66.425,completely,dip,50348,fully,submerge,pour,pour,307287.0,63.45,cover,cover,307289.0,68.15,"['mix', 'add', 'pour', 'cover', 'grill', 'cover']","['mix', 'add', 'pour', 'cover', 'cook', 'cover']","[307285, 307286, 307287, 307289, 307290, 307291]","[57.34, 59.8, 63.45, 68.15, 72.88, 73.8]",hXYoduN0kWs_66-425
227,8253,EyBCLgnap78,83.60499999999998,quickly,mix,31438,quick,mix,,,,,,,,,[],[],[],[],EyBCLgnap78_83-60499999999998
228,1647,mc3vovTqzPM,73.675,completely,mix,42901,completely,dissolve,stir,mix,391705.0,68.26,place,put,175113.0,77.96,"['stir', 'place', 'stir', 'place']","['mix', 'put', 'mix', 'put']","[175110, 175113, 391705, 391708]","[68.26, 77.96, 68.26, 77.96]",mc3vovTqzPM_73-675
229,9055,p_zQ0hep34w,62.995,finely,cut,103832,finely,chop,add,add,550241.0,62.01,add,add,550244.0,72.73,"['start', 'fry', 'add', 'add']","['start', 'cook', 'add', 'add']","[550239, 550240, 550241, 550244]","[55.14, 57.91, 62.01, 72.73]",p_zQ0hep34w_62-995
230,17960,iIc0PLt2vM0,3457.91,quickly,put,105762,quick,lie,touch,touch,352107.0,3338.26,open,open,352109.0,3470.42,[],[],[],[],iIc0PLt2vM0_3457-91
