,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
1043,1485,SFbkATyVlHs,76.8,completely,cook,16323,fully,cook,turn,turn,475478.0,72.81,stir,mix,475481.0,79.56,"['cover', 'press', 'turn', 'stir', 'coat']","['cover', 'press', 'turn', 'mix', 'dip']","[475476, 475477, 475478, 475481, 475482]","[69.28, 70.79, 72.81, 79.56, 82.4]",SFbkATyVlHs_76-8
1044,1488,R0eAD6nVA5Q,163.56,completely,wash,16323,thoroughly,rinse,set,set,469349.0,117.23,marinate,soak,469351.0,168.84,"['marinate', 'set']","['soak', 'set']","[469351, 469352]","[168.84, 170.83]",R0eAD6nVA5Q_163-56
1045,1489,R0eAD6nVA5Q,212.775,partially,cook,16323,partially,cook,measure,measure,469359.0,205.59,fry,cook,469364.0,241.98,['measure'],['measure'],[469359],[205.59],R0eAD6nVA5Q_212-775
1046,1491,R0eAD6nVA5Q,538.9300000000002,completely,add,16323,thoroughly,add,cook,cook,469402.0,522.51,coat,dip,469404.0,538.98,['coat'],['dip'],[469404],[538.98],R0eAD6nVA5Q_538-9300000000002
1047,1493,R0eAD6nVA5Q,617.3499999999998,partially,adjust,16323,slightly,change,coat,dip,469414.0,602.12,stir,mix,469416.0,620.68,"['stir', 'break', 'heat']","['mix', 'separate', 'cook']","[469416, 469417, 469418]","[620.68, 621.52, 625.21]",R0eAD6nVA5Q_617-3499999999998
1048,1497,i2vnV3V5jeE,47.7,partially,cut,16323,half,chop,use,use,473880.0,46.53,mix,mix,473881.0,62.87,['use'],['use'],[473880],[46.53],i2vnV3V5jeE_47-7
1049,1499,QfAx1mUarAk,100.555,completely,cool,16323,completely,cool,start,start,474218.0,62.09,use,use,474220.0,121.64,[],[],[],[],QfAx1mUarAk_100-555
1050,1506,k7UI__a4EuQ,133.285,completely,wash,16323,completely,rinse,soak,soak,468603.0,104.92,chop,cut,468606.0,136.68,['chop'],['cut'],[468606],[136.68],k7UI__a4EuQ_133-285
1051,1508,HEagKW40qbM,184.245,completely,cook,16323,fully,cook,steam,cook,468418.0,176.56,add,add,468420.0,188.72,"['steam', 'add', 'steam', 'use']","['cook', 'add', 'cook', 'use']","[468418, 468420, 468421, 468422]","[176.56, 188.72, 191.01, 192.46]",HEagKW40qbM_184-245
1052,1512,oz5S2YGmxSw,186.535,partially,cook,16323,not fully,boil,set,set,475299.0,170.46,flip,turn,475301.0,193.19,['flip'],['turn'],[475301],[193.19],oz5S2YGmxSw_186-535
1053,1518,tK19K6aFIMM,68.045,completely,wash,16323,thoroughly,rinse,measure,measure,471040.0,59.13,remove,take,471043.0,71.87,"['measure', 'remove']","['measure', 'take']","[471040, 471043]","[59.13, 71.87]",tK19K6aFIMM_68-045
1054,1537,NhvveBf98tQ,229.815,completely,cook,16323,completely,cook,add,add,472589.0,228.55,break,separate,472590.0,234.3,"['season', 'add', 'break']","['sprinkle', 'add', 'separate']","[472587, 472589, 472590]","[223.01, 228.55, 234.3]",NhvveBf98tQ_229-815
1055,1538,NhvveBf98tQ,309.74,completely,cook,16323,fully,cook,add,add,472598.0,305.04,add,add,472600.0,318.26,"['add', 'add']","['add', 'add']","[472598, 472600]","[305.04, 318.26]",NhvveBf98tQ_309-74
1056,1545,uGzO4pmguZw,80.85499999999998,completely,cover,16323,totally,cover,add,add,469710.0,77.55,cook,cook,469712.0,92.41,"['add', 'add']","['add', 'add']","[469709, 469710]","[71.26, 77.55]",uGzO4pmguZw_80-85499999999998
1057,1556,Pi_sTmEJXrY,104.505,completely,cook,16323,thoroughly,heat,add,add,475469.0,88.0,,,,,[],[],[],[],Pi_sTmEJXrY_104-505
1058,1558,V2toVXfZ15c,146.04000000000005,completely,soak,16323,fully,soak,absorb,absorb,474422.0,124.6,measure,measure,474424.0,158.61,[],[],[],[],V2toVXfZ15c_146-04000000000005
1059,1560,fcjuaeNEtKw,175.805,completely,mix,16323,completely,blend,stir,mix,474732.0,169.26,spread,spread,474734.0,177.42,"['stir', 'spread', 'use']","['mix', 'spread', 'use']","[474732, 474734, 474735]","[169.26, 177.42, 182.14]",fcjuaeNEtKw_175-805
1060,1561,fcjuaeNEtKw,279.96000000000004,partially,touch,16323,not completely,touch,make,make,474746.0,263.34,press,press,474748.0,290.9,[],[],[],[],fcjuaeNEtKw_279-96000000000004
1061,1571,C_DCYi-zKjU,714.375,completely,cook,16323,completely,cook,cover,cover,473866.0,709.59,cover,cover,473869.0,739.32,['cover'],['cover'],[473866],[709.59],C_DCYi-zKjU_714-375
1062,1583,9XAp1dodor0,247.175,completely,set,42901,completely,set,pop,put,393279.0,244.68,pour,pour,393282.0,251.57,"['pop', 'pour', 'open']","['put', 'pour', 'open']","[393279, 393282, 393283]","[244.68, 251.57, 256.04]",9XAp1dodor0_247-175
1063,1584,fvQ1WwG9WXk,287.58,partially,cool,42901,not fully,freeze,pop,put,392177.0,271.18,pop,put,392180.0,291.25,['pop'],['put'],[392180],[291.25],fvQ1WwG9WXk_287-58
1064,1585,fvQ1WwG9WXk,329.135,completely,cool,42901,fully,freeze,pop,put,392180.0,291.25,turn,turn,392183.0,330.28,"['turn', 'chop', 'add']","['turn', 'cut', 'add']","[392183, 392184, 392185]","[330.28, 333.01, 334.97]",fvQ1WwG9WXk_329-135
1065,1592,lqJcBzidRvc,84.465,completely,cool,42901,completely,chill,add,add,394719.0,66.78,roll,roll,394722.0,90.36,['roll'],['roll'],[394722],[90.36],lqJcBzidRvc_84-465
1066,1596,RsjEbE2_Q7U,227.925,completely,cool,42901,completely,cool,transfer,move,392857.0,226.65,bake,cook,392859.0,257.41,"['rotate', 'cook', 'transfer']","['turn', 'cook', 'move']","[392854, 392855, 392857]","[218.4, 221.09, 226.65]",RsjEbE2_Q7U_227-925
1067,1599,9iyeE8I40rg,359.665,completely,mix,42901,fully,incorporate,start,start,392096.0,339.48,add,add,392098.0,361.37,['add'],['add'],[392098],[361.37],9iyeE8I40rg_359-665
1068,1613,1aL1FdtjbRg,173.74,completely,cool,42901,completely,chill,set,set,391831.0,171.35,make,make,391833.0,176.16,"['add', 'set', 'make']","['add', 'set', 'make']","[391830, 391831, 391833]","[165.84, 171.35, 176.16]",1aL1FdtjbRg_173-74
1069,1616,eEL2hPmPMNI,143.29,completely,melt,42901,completely,melt,add,add,392482.0,137.28,cool,cool,392484.0,145.51,"['add', 'add', 'cool', 'start', 'add']","['add', 'add', 'cool', 'start', 'add']","[392481, 392482, 392484, 392485, 392486]","[134.1, 137.28, 145.51, 152.32, 153.0]",eEL2hPmPMNI_143-29
1070,1617,2aO-17cWosc,71.17500000000003,completely,mix,42901,fully,dissolve,heat,cook,392293.0,68.02,remove,take,392294.0,80.89,"['heat', 'remove']","['cook', 'take']","[392293, 392294]","[68.02, 80.89]",2aO-17cWosc_71-17500000000003
1071,1619,_fCxMdKhIgE,53.87000000000001,partially,mix,42901,not fully,mix,cook,cook,391407.0,46.87,add,add,391409.0,64.69,"['add', 'cook']","['add', 'cook']","[391406, 391407]","[44.36, 46.87]",_fCxMdKhIgE_53-87000000000001
1072,1625,PrBes3orz24,304.38,completely,cool,42901,completely,cool,bake,cook,395460.0,277.59,sprinkle,sprinkle,395462.0,318.17,[],[],[],[],PrBes3orz24_304-38
1073,1632,Zj34qEAX5x0,53.74,completely,cool,42901,completely,chill,soak,soak,393671.0,53.42,cool,cool,393673.0,56.54,"['brew', 'place', 'soak', 'cool', 'mix', 'pour', 'thicken']","['brew', 'put', 'soak', 'cool', 'mix', 'pour', 'cook']","[393669, 393670, 393671, 393673, 393674, 393675, 393676]","[49.22, 50.24, 53.42, 56.54, 58.39, 58.55, 60.28]",Zj34qEAX5x0_53-74
1074,1633,_s4D2PTAx-E,59.99,completely,cool,42901,completely,chill,pop,put,391965.0,58.93,pop,put,391967.0,62.29,"['mix', 'combine', 'pop', 'pop', 'spoon', 'pop']","['mix', 'mix', 'put', 'put', 'spoon', 'put']","[391963, 391964, 391965, 391967, 391968, 391969]","[56.26, 57.75, 58.93, 62.29, 64.07, 69.5]",_s4D2PTAx-E_59-99
1075,1634,Y3LbOrofZkY,81.405,completely,mix,42901,totally,mix,open,open,395102.0,6.89,prepare,make,395105.0,141.01,[],[],[],[],Y3LbOrofZkY_81-405
1076,1636,tEqIAskwrzg,534.505,completely,cool,42901,completely,cool,salt,sprinkle,391946.0,518.57,slide,move,391948.0,569.7,[],[],[],[],tEqIAskwrzg_534-505
1077,1645,CRqvYylzP9I,143.89999999999995,partially,cook,42901,slightly,soften,transfer,move,391543.0,140.55,take,take,391545.0,149.98,"['transfer', 'take']","['move', 'take']","[391543, 391545]","[140.55, 149.98]",CRqvYylzP9I_143-89999999999995
1078,1646,CRqvYylzP9I,163.285,partially,twist,42901,briefly,loosen,soften,cook,391546.0,154.6,turn,turn,391548.0,164.04,"['soften', 'turn']","['cook', 'turn']","[391546, 391548]","[154.6, 164.04]",CRqvYylzP9I_163-285
1079,1649,X5AwglqKaI8,221.44,completely,mix,42901,completely,dissolve,mix,mix,392561.0,177.58,use,use,392564.0,240.77,[],[],[],[],X5AwglqKaI8_221-44
1080,1651,uBBK69-FD7M,109.875,completely,mix,42901,completely,incorporate,add,add,394757.0,98.78,transfer,move,394758.0,131.25,[],[],[],[],uBBK69-FD7M_109-875
1081,1656,kfqO25jUH5c,67.735,completely,cool,42901,completely,cool,make,make,394827.0,55.09,add,add,394829.0,73.87,['add'],['add'],[394829],[73.87],kfqO25jUH5c_67-735
1082,1658,5bO1vqoXSe8,102.475,partially,separate,42901,slightly,break,pop,put,395426.0,93.14,add,add,395429.0,105.01,"['pop', 'add', 'blend']","['put', 'add', 'mix']","[395426, 395429, 395430]","[93.14, 105.01, 110.52]",5bO1vqoXSe8_102-475
1083,1670,RyxUH2Aw1co,358.975,completely,cool,42901,completely,cool,cook,cook,391899.0,345.82,cut,cut,391901.0,360.88,['cut'],['cut'],[391901],[360.88],RyxUH2Aw1co_358-975
1084,1674,imxPO7jMZFY,112.93,partially,melt,42901,briefly,melt,add,add,394782.0,109.02,add,add,181511.0,116.75,"['turn', 'add', 'add', 'chop', 'add', 'turn', 'add', 'add', 'chop', 'add', 'turn', 'add', 'add', 'chop', 'add']","['turn', 'add', 'add', 'cut', 'add', 'turn', 'add', 'add', 'cut', 'add', 'turn', 'add', 'add', 'cut', 'add']","[181508, 181509, 181511, 181512, 181513, 324287, 324288, 324290, 324291, 324292, 394781, 394782, 394784, 394785, 394786]","[106.64, 109.02, 116.75, 118.45, 122.26, 106.64, 109.02, 116.75, 118.45, 122.26, 106.64, 109.02, 116.75, 118.45, 122.26]",imxPO7jMZFY_112-93
1085,1686,IU3rvHGuaK4,214.965,completely,melt,42901,completely,melt,blend,mix,392806.0,203.19,cook,cook,392808.0,221.89,"['cook', 'fill']","['cook', 'fill']","[392808, 392809]","[221.89, 224.56]",IU3rvHGuaK4_214-965
1086,1687,_32kvMwIkgQ,186.955,partially,start,42901,slightly,start,form,make,393146.0,179.81,pour,pour,393148.0,200.09,['form'],['make'],[393146],[179.81],_32kvMwIkgQ_186-955
1087,1695,4edlqCteixg,102.99,completely,melt,42901,completely,melt,mix,mix,394240.0,100.86,bring,carry,394242.0,109.25,"['mix', 'bring']","['mix', 'carry']","[394240, 394242]","[100.86, 109.25]",4edlqCteixg_102-99
1088,1696,4edlqCteixg,116.795,completely,cool,42901,completely,chill,bring,carry,394242.0,109.25,use,use,394245.0,136.96,['bring'],['carry'],[394242],[109.25],4edlqCteixg_116-795
1089,1697,4edlqCteixg,123.2,completely,cool,42901,completely,chill,bring,carry,394242.0,109.25,use,use,394245.0,136.96,[],[],[],[],4edlqCteixg_123-2
1090,1703,n8tvF0hdXms,118.425,completely,cook,42901,thoroughly,heat,stir,mix,394035.0,114.32,add,add,394037.0,127.54,"['stir', 'add']","['mix', 'add']","[394035, 394037]","[114.32, 127.54]",n8tvF0hdXms_118-425
1091,1708,OJXOwCBKvfc,407.595,completely,cool,42901,completely,cool,make,make,394174.0,366.56,cover,cover,394175.0,416.63,['cover'],['cover'],[394175],[416.63],OJXOwCBKvfc_407-595
1092,1709,mI9MEwtUK-Q,157.995,completely,cool,42901,completely,cool,pop,put,393437.0,152.11,bake,cook,393439.0,160.24,"['fill', 'pop', 'bake', 'prepare', 'add']","['fill', 'put', 'cook', 'make', 'add']","[393436, 393437, 393439, 393441, 393442]","[148.91, 152.11, 160.24, 163.04, 164.22]",mI9MEwtUK-Q_157-995
1093,1711,Mg2BeZknKd8,149.215,completely,cook,42901,completely,cook,stir,mix,393117.0,136.48,absorb,absorb,393120.0,165.11,[],[],[],[],Mg2BeZknKd8_149-215
1094,1713,jKliH3vc6_c,340.7100000000001,completely,cool,42901,fully,cool,use,use,394223.0,329.66,set,set,394226.0,346.06,['set'],['set'],[394226],[346.06],jKliH3vc6_c_340-7100000000001
1095,1714,jKliH3vc6_c,341.03,completely,cool,42901,fully,cool,use,use,394223.0,329.66,set,set,394226.0,346.06,['set'],['set'],[394226],[346.06],jKliH3vc6_c_341-03
1096,1715,jKliH3vc6_c,353.775,completely,cool,42901,completely,cool,set,set,394226.0,346.06,lift,raise,394229.0,369.33,['set'],['set'],[394226],[346.06],jKliH3vc6_c_353-775
1097,1718,vtVvTK6BobU,197.22,completely,cool,42901,completely,cool,insert,insert,392697.0,187.96,spread,spread,392700.0,237.76,['insert'],['insert'],[392697],[187.96],vtVvTK6BobU_197-22
1098,1719,vtVvTK6BobU,203.665,completely,cool,42901,completely,cool,insert,insert,392697.0,187.96,spread,spread,392700.0,237.76,[],[],[],[],vtVvTK6BobU_203-665
1099,1729,cu1GPuvQl-s,271.02,partially,cook,42901,slightly,caramelize,color,cook,391565.0,263.45,add,add,391567.0,274.11,"['color', 'add']","['cook', 'add']","[391565, 391567]","[263.45, 274.11]",cu1GPuvQl-s_271-02
1100,1736,5Ko9h5qKdFk,138.78,completely,spread,34967,completely,rub,mix,mix,372263.0,135.33,marinate,soak,372265.0,141.96,"['crush', 'mix', 'marinate', 'add']","['press', 'mix', 'soak', 'add']","[372262, 372263, 372265, 372266]","[132.61, 135.33, 141.96, 147.8]",5Ko9h5qKdFk_138-78
1101,1737,5Ko9h5qKdFk,169.05,completely,add,34967,completely,add,marinate,soak,372265.0,141.96,saute,cook,372271.0,173.89,['saute'],['cook'],[372271],[173.89],5Ko9h5qKdFk_169-05
1102,1738,5Ko9h5qKdFk,183.06,completely,mix,34967,completely,stir,use,use,372272.0,181.11,stop,stop,372274.0,194.29,"['saute', 'use']","['cook', 'use']","[372271, 372272]","[173.89, 181.11]",5Ko9h5qKdFk_183-06
1103,1739,5Ko9h5qKdFk,200.36,completely,mix,34967,thoroughly,mix,add,add,372275.0,197.97,add,add,372278.0,207.55,"['stop', 'add', 'prepare', 'add']","['stop', 'add', 'make', 'add']","[372274, 372275, 372277, 372278]","[194.29, 197.97, 208.05, 207.55]",5Ko9h5qKdFk_200-36
1104,1740,n91o6vyN_TY,151.72,completely,mix,34967,thoroughly,mix,add,add,371775.0,148.55,transfer,move,371778.0,162.98,"['add', 'use', 'beat', 'add']","['add', 'use', 'mix', 'add']","[371772, 371773, 371774, 371775]","[144.74, 143.18, 146.2, 148.55]",n91o6vyN_TY_151-72
1105,1743,vPveO9YtSaU,325.68,completely,mix,34967,fully,incorporate,fall,fall,372338.0,320.39,fall,fall,372340.0,325.74,"['fold', 'fall', 'fall']","['fold', 'fall', 'fall']","[372337, 372338, 372340]","[317.4, 320.39, 325.74]",vPveO9YtSaU_325-68
1106,1746,kx0L-IDAET8,959.3,completely,dry,34967,completely,dry,stuff,fill,372659.0,954.47,,,,,['stuff'],['fill'],[372659],[954.47],kx0L-IDAET8_959-3
1107,1747,kx0L-IDAET8,962.995,completely,dry,34967,completely,dry,stuff,fill,372659.0,954.47,,,,,['stuff'],['fill'],[372659],[954.47],kx0L-IDAET8_962-995
1108,1755,RGjM4bjS3RY,137.93,completely,mix,34967,thoroughly,mix,fold,fold,371918.0,132.69,fold,fold,371921.0,139.98,"['fold', 'fold', 'add', 'fold', 'transfer']","['fold', 'fold', 'add', 'fold', 'move']","[371916, 371918, 371919, 371921, 371922]","[128.09, 132.69, 132.41, 139.98, 147.63]",RGjM4bjS3RY_137-93
1109,1763,npq83xNO5Q4,98.135,completely,mix,34967,fully,incorporate,mix,mix,372437.0,92.73,add,add,372439.0,98.85,"['mix', 'add']","['mix', 'add']","[372437, 372439]","[92.73, 98.85]",npq83xNO5Q4_98-135
1110,1765,npq83xNO5Q4,154.565,completely,mix,34967,fully,mix,grind,grind,372442.0,137.19,spread,spread,372443.0,172.75,[],[],[],[],npq83xNO5Q4_154-565
1111,1767,npq83xNO5Q4,197.675,completely,cool,34967,completely,cool,transfer,move,372447.0,195.82,,,,,['transfer'],['move'],[372447],[195.82],npq83xNO5Q4_197-675
1112,1769,UHh3WNTHUoU,214.255,completely,add,34967,completely,add,use,use,372543.0,211.74,stir,mix,372545.0,217.28,"['stir', 'thicken', 'use', 'stir', 'thicken']","['mix', 'cook', 'use', 'mix', 'cook']","[372541, 372542, 372543, 372545, 372546]","[204.35, 207.02, 211.74, 217.28, 220.66]",UHh3WNTHUoU_214-255
1113,1772,Y-sHr1z_pXY,233.34,partially,cover,34967,half,cover,use,use,372159.0,123.58,,,,,[],[],[],[],Y-sHr1z_pXY_233-34
1114,1773,Fs6NsAwS5Fk,349.395,partially,sprinkle,34967,slightly,drizzle,mix,mix,372954.0,268.88,cool,cool,372956.0,349.4,['cool'],['cool'],[372956],[349.4],Fs6NsAwS5Fk_349-395
1115,1776,mnAJLrAwN08,90.305,partially,cook,34967,slightly,brown,start,start,372124.0,82.9,stick,stick,372126.0,104.58,['start'],['start'],[372124],[82.9],mnAJLrAwN08_90-305
1116,1778,iEHNhc3y0lE,178.17000000000004,completely,mix,34967,thoroughly,mix,add,add,373198.0,176.18,make,make,373200.0,178.37,"['combine', 'add', 'make', 'form', 'add']","['mix', 'add', 'make', 'make', 'add']","[373197, 373198, 373200, 373201, 373202]","[172.12, 176.18, 178.37, 180.01, 184.64]",iEHNhc3y0lE_178-17000000000004
1117,1782,MedQE9E3LCA,55.985,completely,fill,34967,entirely,fill,shake,shake,372816.0,42.01,use,use,372818.0,59.06,"['use', 'fry']","['use', 'cook']","[372818, 372819]","[59.06, 62.61]",MedQE9E3LCA_55-985
1118,1783,MedQE9E3LCA,143.06,partially,make,34967,not completely,form,break,separate,372834.0,141.47,take,take,372836.0,148.2,"['start', 'break', 'take', 'pour']","['start', 'separate', 'take', 'pour']","[372832, 372834, 372836, 372837]","[139.91, 141.47, 148.2, 150.67]",MedQE9E3LCA_143-06
1119,1784,MedQE9E3LCA,187.155,completely,dry,34967,completely,dry,close,close,372844.0,180.05,,,,,['close'],['close'],[372844],[180.05],MedQE9E3LCA_187-155
1120,1796,oC7ea0XugFA,195.175,completely,mix,34967,thoroughly,combine,use,use,373256.0,179.94,mix,mix,373258.0,197.6,['mix'],['mix'],[373258],[197.6],oC7ea0XugFA_195-175
1121,1798,wrCaPIiT8ss,61.645,partially,cook,34967,not completely,cook,add,add,371806.0,58.09,melt,melt,371808.0,63.28,"['add', 'add', 'melt']","['add', 'add', 'melt']","[371805, 371806, 371808]","[52.1, 58.09, 63.28]",wrCaPIiT8ss_61-645
1122,1805,FvWUeBlvZpM,33.19,completely,melt,34967,completely,melt,form,make,372738.0,28.54,shake,shake,372740.0,36.19,"['form', 'shake']","['make', 'shake']","[372738, 372740]","[28.54, 36.19]",FvWUeBlvZpM_33-19
1123,1806,FvWUeBlvZpM,50.19,completely,melt,34967,completely,melt,shake,shake,372740.0,36.19,boil,cook,372745.0,72.62,[],[],[],[],FvWUeBlvZpM_50-19
1124,1809,Jtll4e-l_0g,84.63499999999998,completely,mix,34967,thoroughly,combine,mix,mix,373139.0,79.82,add,add,373141.0,86.39,"['mix', 'add', 'rise', 'raise', 'add', 'mix']","['mix', 'add', 'raise', 'raise', 'add', 'mix']","[373139, 373141, 373142, 373143, 373144, 373145]","[79.82, 86.39, 89.32, 92.03, 91.1, 93.34]",Jtll4e-l_0g_84-63499999999998
1125,1810,Jtll4e-l_0g,97.025,completely,mix,34967,thoroughly,mix,bake,cook,373146.0,94.69,add,add,373148.0,103.99,"['rise', 'raise', 'add', 'bake', 'add', 'beat']","['raise', 'raise', 'add', 'cook', 'add', 'mix']","[373142, 373143, 373144, 373146, 373148, 373149]","[89.32, 92.03, 91.1, 94.69, 103.99, 104.38]",Jtll4e-l_0g_97-025
1126,1811,qk2EEgmbSCI,87.285,completely,mix,34967,completely,dissolve,reduce,cook,373308.0,65.81,add,add,373310.0,89.15,"['add', 'reduce', 'add', 'combine']","['add', 'cook', 'add', 'mix']","[373310, 373311, 373312, 373313]","[89.15, 91.76, 94.33, 95.82]",qk2EEgmbSCI_87-285
1127,1817,18s2r2D9_R8,135.71,completely,cool,34967,completely,cool,remove,take,372575.0,132.71,remove,take,372577.0,136.71,"['bake', 'press', 'remove', 'remove']","['cook', 'press', 'take', 'take']","[372573, 372574, 372575, 372577]","[126.23, 131.11, 132.71, 136.71]",18s2r2D9_R8_135-71
1128,1820,AWx2sFfuE2g,126.595,completely,close,34967,thoroughly,seal,roll,roll,372104.0,124.83,use,use,372105.0,130.85,"['hold', 'use', 'fold', 'roll', 'use']","['hold', 'use', 'fold', 'roll', 'use']","[372100, 372101, 372102, 372104, 372105]","[116.91, 116.68, 120.76, 124.83, 130.85]",AWx2sFfuE2g_126-595
1129,1823,qPMkhAPTTsI,140.615,completely,mix,34967,thoroughly,mix,combine,mix,373684.0,137.59,add,add,373686.0,144.2,"['combine', 'add', 'beat', 'combine', 'add', 'combine']","['mix', 'add', 'mix', 'mix', 'add', 'mix']","[373681, 373682, 373683, 373684, 373686, 373687]","[131.93, 132.94, 135.93, 137.59, 144.2, 148.16]",qPMkhAPTTsI_140-615
1130,1829,UHJe_2cPyWM,250.75,completely,cover,51659,completely,cover,pour,pour,436263.0,235.94,sit,sit,436265.0,256.82,['sit'],['sit'],[436265],[256.82],UHJe_2cPyWM_250-75
1131,1840,lYOuCezkhDg,693.645,partially,cook,51659,slightly,brown,cook,cook,432269.0,691.21,change,adjust,432271.0,704.83,"['add', 'cook']","['add', 'cook']","[432268, 432269]","[687.08, 691.21]",lYOuCezkhDg_693-645
1132,1842,_lh-5Rn5cYY,760.22,completely,fill,51659,completely,fill,stop,stop,436898.0,736.75,bring,carry,436900.0,788.65,[],[],[],[],_lh-5Rn5cYY_760-22
1133,1850,oUQ-17bpTsw,119.69,completely,cool,51659,completely,cool,burn,burn,432134.0,117.08,toss,turn,432136.0,133.48,"['cook', 'burn']","['cook', 'burn']","[432133, 432134]","[111.5, 117.08]",oUQ-17bpTsw_119-69
1134,1852,PHNi8R0Mwc4,330.545,partially,cook,51659,slightly,warm,stir,mix,431820.0,326.98,use,use,431821.0,348.34,"['heat', 'add', 'stir']","['cook', 'add', 'mix']","[431818, 431819, 431820]","[322.64, 325.36, 326.98]",PHNi8R0Mwc4_330-545
1135,1863,UeJDxr0E5oc,59.49,completely,cook,51659,completely,cook,toss,turn,435504.0,45.94,turn,turn,435506.0,63.04,"['turn', 'add']","['turn', 'add']","[435506, 435507]","[63.04, 68.09]",UeJDxr0E5oc_59-49
1136,1867,e17gxMh9sGE,425.24,partially,cook,51659,slightly,cook,add,add,433907.0,414.91,add,add,433911.0,429.93,['add'],['add'],[433911],[429.93],e17gxMh9sGE_425-24
1137,1869,QH2fuIfWHfs,886.665,completely,dry,51659,fully,dry,cool,cool,433751.0,849.66,rinse,wash,433754.0,890.31,"['rinse', 'remove']","['wash', 'take']","[433754, 433755]","[890.31, 896.61]",QH2fuIfWHfs_886-665
1138,1870,QH2fuIfWHfs,1363.895,completely,fill,51659,fully,stuff,open,open,433803.0,1338.68,tie,close,433805.0,1366.47,"['tie', 'seal']","['close', 'close']","[433805, 433806]","[1366.47, 1371.2]",QH2fuIfWHfs_1363-895
1139,1872,BJuOh7kJSEo,4.475,completely,wash,51659,thoroughly,wash,,,,,start,start,435459.0,37.44,[],[],[],[],BJuOh7kJSEo_4-475
1140,1873,YbsBXWUlbSo,28.445,completely,wash,51659,thoroughly,wash,trim,cut,432542.0,22.72,rinse,wash,432545.0,32.14,"['trim', 'rinse', 'shake']","['cut', 'wash', 'shake']","[432542, 432545, 432546]","[22.72, 32.14, 38.01]",YbsBXWUlbSo_28-445
1141,1888,dgLK9bsJnD4,48.045,completely,absorb,51659,completely,absorb,lower,lower,432821.0,44.12,cook,cook,432824.0,48.88,"['boil', 'reduce', 'lower', 'simmer', 'cook', 'cool', 'transfer', 'mix', 'start']","['cook', 'cook', 'lower', 'cook', 'cook', 'cool', 'move', 'mix', 'start']","[432819, 432820, 432821, 432822, 432824, 432825, 432826, 432827, 432828]","[38.66, 41.93, 44.12, 43.31, 48.88, 51.93, 53.3, 53.42, 55.9]",dgLK9bsJnD4_48-045
1142,1915,dF4xllstLmA,530.09,partially,cook,51659,slightly,soften,cook,cook,433483.0,528.98,add,add,433485.0,533.7,"['prepare', 'chop', 'prepare', 'cook', 'add']","['make', 'cut', 'make', 'cook', 'add']","[433480, 433481, 433482, 433483, 433485]","[521.47, 524.08, 525.51, 528.98, 533.7]",dF4xllstLmA_530-09
1143,1917,wYI1mn7O_Kc,15.165,partially,cook,51659,partially,cook,,,,,boil,cook,434538.0,21.25,"['boil', 'start']","['cook', 'start']","[434538, 434539]","[21.25, 24.83]",wYI1mn7O_Kc_15-165
1144,1923,C00U3DqI09U,135.29,completely,mix,51659,thoroughly,combine,stir,mix,436445.0,134.34,chill,cool,436447.0,148.51,"['cook', 'stir']","['cook', 'mix']","[436444, 436445]","[129.46, 134.34]",C00U3DqI09U_135-29
1145,1942,TfDZ2rqxU-8,276.44,partially,cool,51659,slightly,cool,use,use,431230.0,265.5,put,put,431232.0,277.0,['put'],['put'],[431232],[277.0],TfDZ2rqxU-8_276-44
1146,1956,DfzL8SoqMdE,189.35,completely,melt,51659,completely,melt,add,add,434715.0,183.18,boil,cook,434717.0,207.03,"['stop', 'add']","['stop', 'add']","[434714, 434715]","[182.85, 183.18]",DfzL8SoqMdE_189-35
1147,1958,AwQ6eYxAB54,114.57,completely,mix,51659,thoroughly,combine,stir,mix,433355.0,111.82,stir,mix,433356.0,115.06,"['stir', 'stir', 'add']","['mix', 'mix', 'add']","[433355, 433356, 433358]","[111.82, 115.06, 117.26]",AwQ6eYxAB54_114-57
1148,1965,0wvRKwB4504,174.755,partially,fill,51659,halfway,fill,stir,mix,432332.0,156.8,rise,raise,432335.0,177.09,"['rise', 'rise']","['raise', 'raise']","[432335, 432336]","[177.09, 180.21]",0wvRKwB4504_174-755
1149,1980,xRtQGAm1MP4,175.55,partially,cook,51659,barely,cook,flip,turn,431132.0,164.89,burn,burn,431134.0,176.23,"['burn', 'burn']","['burn', 'burn']","[431134, 431135]","[176.23, 181.16]",xRtQGAm1MP4_175-55
1150,1996,I1K9RpxZMzY,230.19,completely,cool,16136,completely,cool,bake,cook,49200.0,229.61,use,use,49203.0,249.22,"['insert', 'bake']","['insert', 'cook']","[49199, 49200]","[220.59, 229.61]",I1K9RpxZMzY_230-19
1151,1997,I1K9RpxZMzY,253.75,completely,cool,16136,completely,cool,use,use,49203.0,249.22,cut,cut,49205.0,254.67,"['use', 'cut']","['use', 'cut']","[49203, 49205]","[249.22, 254.67]",I1K9RpxZMzY_253-75
