,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
565,4073,27118,l7udNetFnAM_000003_000013,l7udNetFnAM,3.0,13.0,train,fly,up,A car themed kite is seen flying from the ground up in the park slowly.,fly,upwards
566,4082,27140,p7fSDoyXEbk_000020_000030,p7fSDoyXEbk,20.0,30.0,train,fly,up,A kite flies in the wind high up in the air over open water,fly,upwards
567,4084,27153,Q6WxIy2rUmI_000023_000033,Q6WxIy2rUmI,23.0,33.0,train,fly,up,"A kite flies high up in the air, above electric poles against a cloudy sky.",fly,upwards
568,6923,45371,KN6rq3KfVoI_000140_000150,KN6rq3KfVoI,140.0,150.0,train,fly,up,A person who is outside flying something high up in the air.,fly,upwards
569,6929,45412,_5Mk3yxmVwY_000254_000264,_5Mk3yxmVwY,254.0,264.0,train,fly,up,A long lady with long hair and purple top is on the parachute flying up,fly,upwards
570,6937,45475,rz090NSc_z0_000052_000062,rz090NSc_z0,52.0,62.0,train,fly,up,Some one is flying up in the air using a wind glider,fly,upwards
571,6974,45679,vD7TWn8qIZI_000002_000012,vD7TWn8qIZI,2.0,12.0,train,fly,up,A kid comes flying up over the edge of a railing and another one follows right behind him.,fly,upwards
572,54,271,Pb-uJ_wSK_0_000037_000047,Pb-uJ_wSK_0,37.0,47.0,train,fold,back,A person bending their glasses way out and than folding them back.,fold,backwards
573,601,4192,fKtgN4cOWG8_000011_000021,fKtgN4cOWG8,11.0,21.0,train,fold,backwards,a young girl is talking and then folds her body backwards,fold,backwards
574,4101,27208,nBxyuSvIyxw_000000_000010,nBxyuSvIyxw,0.0,10.0,train,fold,carefully,A young girl in her room is seated on the floor carefully folding her clothes.,fold,carefully
575,4125,27322,qd94qxF_nX0_000037_000047,qd94qxF_nX0,37.0,47.0,train,fold,carefully,A young girl is carefully folding and sorting clean laundry.,fold,carefully
576,4132,27341,ibbw1fvBTr0_000023_000033,ibbw1fvBTr0,23.0,33.0,train,fold,carefully,A young boy is carefully folding an adults pair of shorts.,fold,carefully
577,4136,27361,7ojoXQi-A0s_000000_000010,7ojoXQi-A0s,0.0,10.0,train,fold,carefully,A person is carefully folding a blue oxford shirt on a table.,fold,carefully
578,4148,27402,vpjACLj5hY4_000002_000012,vpjACLj5hY4,2.0,12.0,train,fold,carefully,A young girl carefully folds her favorite pair of pants which consist of a tiger print.,fold,carefully
579,4150,27420,tPsqABAegN8_000016_000026,tPsqABAegN8,16.0,26.0,train,fold,carefully,A person carefully folds a green napkin on a table into segments so it resembles an open envelope.,fold,carefully
580,4160,27475,tzLMgcEzKyE_000002_000012,tzLMgcEzKyE,2.0,12.0,train,fold,carefully,A pair of hands carefully folds a napkin and then places it on a plate.,fold,carefully
581,4163,27497,bYBIoVwZZHE_000028_000038,bYBIoVwZZHE,28.0,38.0,train,fold,carefully,Someone is carefully folding a plaid piece of material on a table.,fold,carefully
582,4165,27509,dFOZOugwfg4_000022_000032,dFOZOugwfg4,22.0,32.0,train,fold,carefully,A person is carefully folding a square napkin multiple times.,fold,carefully
583,4172,27582,3ERvls3mqjg_000007_000017,3ERvls3mqjg,7.0,17.0,train,fold,carefully,A woman is carefully folding a pink piece of cloth.,fold,carefully
584,4182,27679,udjEFa4aD_0_000103_000113,udjEFa4aD_0,103.0,113.0,train,fold,carefully,A woman carefully folds table settings in the middle of a noisy party.,fold,carefully
585,4184,27683,Q-sORCU8iuM_000011_000021,Q-sORCU8iuM,11.0,21.0,train,fold,carefully,An individual is carefully folding a pieces of paper diagonally.,fold,carefully
586,4189,27710,ydN9gPNNijA_000056_000066,ydN9gPNNijA,56.0,66.0,train,fold,carefully,A guy carefully folds a silverware setting and shows it off.,fold,carefully
587,4190,27719,0R_34yUPoTc_000066_000076,0R_34yUPoTc,66.0,76.0,train,fold,intricately,A piece of wrapping paper is being intricately folded into something,fold,carefully
588,4191,27722,nIUXNpeI6_I_000047_000057,nIUXNpeI6_I,47.0,57.0,train,fold,precisely,A person is very precisely folding a square of colored paper into a triangle.,fold,carefully
589,4201,27796,L1vxmSczTo4_000087_000097,L1vxmSczTo4,87.0,97.0,train,fold,intricately,A child intricately folds a piece of paper into triangular shapes.,fold,carefully
590,3949,26243,73Heb0bMZSM_000043_000053,73Heb0bMZSM,43.0,53.0,train,fold,down,A guy unscrews a screw on a bike and the handle bars fold down.,fold,downwards
591,4210,27841,Lcr1cSBpOiY_000018_000028,Lcr1cSBpOiY,18.0,28.0,train,fold,down,A child has a white piece of paper and is folding it as he explains you fold it down until it is a triangle.,fold,downwards
592,4614,30561,o4tjvhSRqaA_000018_000028,o4tjvhSRqaA,18.0,28.0,train,fold,downwards,A woman holds a handstand and then folds her legs downwards.,fold,downwards
593,10547,68340,QbIiMbp_CSQ_000017_000027,QbIiMbp_CSQ,17.0,27.0,train,fold,forward,"Sitting on a bed, a person is folded over forward with their head in the comforter.",fold,forwards
594,5987,38740,Ng4L3kuyBDk_000006_000016,Ng4L3kuyBDk,6.0,16.0,train,fold,in,A red hat is being folded in and out then turned around to show the front.,fold,in
595,6275,41136,EruvKMPjst8_000023_000033,EruvKMPjst8,23.0,33.0,train,fold,in,A boy folds two edges of a piece of paper in towards the center of the page.,fold,in
596,4207,27831,81SU2-jr2j4_000086_000096,81SU2-jr2j4,86.0,96.0,train,crinkle,loudly,A piece of paper crinkles loudly as a person slowly folds the paper.,fold,loudly
597,4096,27192,k3Orvuu0vXY_000006_000016,k3Orvuu0vXY,6.0,16.0,train,fold,neatly,In a kitchen a person is using a cardboard box to neatly fold a shirt.,fold,neatly
598,4098,27202,QPRkGPsclhs_000035_000045,QPRkGPsclhs,35.0,45.0,train,fold,neatly,A young white man is demonstrating how to fold a shirt neatly.,fold,neatly
599,4106,27224,LVhzHoWaJiA_000000_000010,LVhzHoWaJiA,0.0,10.0,train,fold,neatly,A man is folding a t-shirt neatly using a board.,fold,neatly
600,4108,27230,1B5h5liEVgc_000043_000053,1B5h5liEVgc,43.0,53.0,train,fold,neatly,A boy is demonstrating how to neatly fold a t shirt onto a table.,fold,neatly
601,4111,27244,H2ofo0q_ZWU_000000_000010,H2ofo0q_ZWU,0.0,10.0,train,fold,neatly,Man is showing how a tee shirt can be folded neatly on a special folding board.,fold,neatly
602,4112,27245,bBnj227lduM_000000_000010,bBnj227lduM,0.0,10.0,train,fold,neatly,A man places a green jacket onto a table and folds it neatly.,fold,neatly
603,4115,27271,L5o30JTbP9w_000085_000095,L5o30JTbP9w,85.0,95.0,train,fold,neatly,A man uses a box to fold a t-shirt neatly and sets it aside.,fold,neatly
604,4124,27320,qd94qxF_nX0_000037_000047,qd94qxF_nX0,37.0,47.0,train,fold,neatly,A young person folds clothes neatly and then stacks them on the floor.,fold,neatly
605,4128,27327,2Z7cpbLCks4_000016_000026,2Z7cpbLCks4,16.0,26.0,train,fold,neatly,A little girl neatly folds her clothes in a bedroom closet area.,fold,neatly
606,4133,27343,ELGJ0jHaNcU_000019_000029,ELGJ0jHaNcU,19.0,29.0,train,fold,neatly,A young little girl is neatly folding up the laundry.,fold,neatly
607,4137,27362,6H9YoKL1Byc_000037_000047,6H9YoKL1Byc,37.0,47.0,train,fold,neatly,A woman uses a table tool to neatly fold a shirt.,fold,neatly
608,4139,27377,dNr1oLhZ0zs_000026_000036,dNr1oLhZ0zs,26.0,36.0,train,fold,neatly,A woman is laying a shirt on the floor to practice folding it neatly.,fold,neatly
609,15884,103367,OGQ32IHOmXo_000025_000035,OGQ32IHOmXo,25.0,35.0,test,fold,out,A woman demonstrates how to fold a suit jacket inside-out for storage during travel and how to unfold it afterward.,fold,out
610,4095,27190,k3Orvuu0vXY_000006_000016,k3Orvuu0vXY,6.0,16.0,train,fold,quickly,A man is using a cardboard to quickly fold his clothes perfectly.,fold,quickly
611,4099,27203,3cMf54OhAa0_000029_000039,3cMf54OhAa0,29.0,39.0,train,fold,quickly,Someone folds articles of clothing very quickly while another person talks.,fold,quickly
612,4110,27236,1B5h5liEVgc_000043_000053,1B5h5liEVgc,43.0,53.0,train,fold,quickly,A young man is showing how to fold a tee shirt quickly.,fold,quickly
613,4113,27248,bBnj227lduM_000000_000010,bBnj227lduM,0.0,10.0,train,fold,quickly,A man shows how to quickly fold a jacket for the camera.,fold,quickly
614,4103,27218,EBuLbJn0rVo_000000_000010,EBuLbJn0rVo,0.0,10.0,train,fold,slowly,A person is using their hands to slowly fold brown underwear.,fold,slowly
615,4142,27384,SYEWlARo8AY_000029_000039,SYEWlARo8AY,29.0,39.0,train,fold,slowly,"While sitting, a young girl slowly and carefully folds and unfolds some square pieces of cloth.",fold,slowly
616,4188,27706,2jMweIhqE3E_000003_000013,2jMweIhqE3E,3.0,13.0,train,fold,slowly,A person slowly folds a white piece of paper in half.,fold,slowly
617,4208,27832,81SU2-jr2j4_000086_000096,81SU2-jr2j4,86.0,96.0,train,fold,slowly,A piece of paper crinkles loudly as a person slowly folds the paper.,fold,slowly
618,6272,41114,NK0KGgAdY0o_000048_000058,NK0KGgAdY0o,48.0,58.0,train,crease,slowly,A person is slowly creasing a sheet of paper as its folded into what might become a paper airplane.,fold,slowly
619,6285,41188,0eTRvvUwZ0c_000031_000041,0eTRvvUwZ0c,31.0,41.0,train,fold,slowly,a person using a piece of people and slowly folding it in different areas of the paper,fold,slowly
620,6394,41965,TSkjOfonKN4_000000_000010,TSkjOfonKN4,0.0,10.0,train,fold,up,A little child folding their blanket in half and then up on their beds.,fold,upwards
621,5815,37484,oU_upEogUzg_000084_000094,oU_upEogUzg,84.0,94.0,train,follow,immediately,"A woman sitting down appears briefly, followed immediately by a man dancing, then another woman also dancing.",follow,instantly
622,5740,36832,08exh0TpOlM_000041_000051,08exh0TpOlM,41.0,51.0,train,follow,out,"A man and a toddler stand by a soccer ball before the man kicks it, runs out of view, and the baby follows out of view, with sounds of protest.",follow,out
623,5410,35158,LpN2bHBy5Ag_000064_000074,LpN2bHBy5Ag,64.0,74.0,train,follow,outside,Someone following another person outside as they jog on a trail in the woods,follow,outdoor
624,460,3430,oFgsUiOfSGM_000000_000010,oFgsUiOfSGM,0.0,10.0,train,wave,vigorously,A man in a gym vigorously waves one end of a pair of jump ropes around.,gesture,quickly
625,5787,37157,InDyuW8fmxY_000073_000083,InDyuW8fmxY,73.0,83.0,train,wave,rapidly,A person is riding on a boat waving their hands rapidly toward the camera.,gesture,quickly
626,11445,73633,ghX5PWawU9g_000000_000010,ghX5PWawU9g,0.0,10.0,train,wave,slowly,A baby swaying back and forth in a chair swing is staring forward and slowly waving its right hand.,gesture,slowly
627,74,449,9bx-YVn-N2s_000000_000010,9bx-YVn-N2s,0.0,10.0,train,knock,back,A guy sitting down and knocking his head back and fourth.,hit,backwards
628,1965,13381,-bRqg_Rgmpk_000003_000013,-bRqg_Rgmpk,3.0,13.0,train,slap,back,"A man in a uniform slaps his hand on something and says, ""slap back"".",hit,backwards
629,3758,25128,APUZSwHSXeM_000023_000033,APUZSwHSXeM,23.0,33.0,train,knock,backward,Someone sitting in a seat leans backward and knocks the chair backward with them.,hit,backwards
630,3930,26158,XlyFsVzcfnY_000004_000014,XlyFsVzcfnY,4.0,14.0,train,slap,back,"Mother drives car, snaps her fingers, laughs, slaps son back into seat, and hides her face behind gloved hand.",hit,backwards
631,6670,43630,hHZV306bUOU_000000_000010,hHZV306bUOU,0.0,10.0,train,tap,backward,A person rested his elbow on a bouncy boy and tapped his feet backward in multiple repetitions,hit,backwards
632,4420,29325,H37wEG8fTKc_000027_000037,H37wEG8fTKc,27.0,37.0,train,hit,completely,A man holding a golf club prepares to finish completely hitting it.,hit,completely
633,4330,28826,AuwGYu6TnyM_000113_000123,AuwGYu6TnyM,113.0,123.0,train,hit,down,A man is standing up swinging a golf cul hitting the ball down to course,hit,downwards
634,5947,38339,Grajl3pmHj4_000051_000061,Grajl3pmHj4,51.0,61.0,train,tap,down,"Two men carefully line up a large floor tile against another on a bed of adhesive, and tap it down onto the adhesive.",hit,downwards
635,5950,38344,Grajl3pmHj4_000051_000061,Grajl3pmHj4,51.0,61.0,train,pound,down,Two men are squatting down on the floor laying a large concrete tile into place next to one already laid and one many is lightly pounding the tile down.,hit,downwards
636,655,4414,hHUtx0Tj2Pc_000049_000059,hHUtx0Tj2Pc,49.0,59.0,train,hit,hard,a car gets hit very hard by another car that is in a ring,hit,firmly
637,2422,15772,iXxh69tqh4I_000015_000025,iXxh69tqh4I,15.0,25.0,train,hit,hard,A person hitting rock hard and burned sausages on a black metal pan.,hit,firmly
638,3040,20344,M-z7Osz7qcM_000008_000018,M-z7Osz7qcM,8.0,18.0,train,hit,hard,A young people jumps off of a cliff and hits the water really hard while others watch.,hit,firmly
639,3653,24573,94uIR7fT_KM_000003_000013,94uIR7fT_KM,3.0,13.0,train,hit,hard,a young man falls off of his bike and hits the ground hard.,hit,firmly
640,3662,24596,Q0ITIDt6Z7E_000004_000014,Q0ITIDt6Z7E,4.0,14.0,train,hit,hard,A skateboarder does a trick but hits his head hard on the sidewalk and scraps his forehead.,hit,firmly
641,3669,24639,wdCcRngfyZw_000011_000021,wdCcRngfyZw,11.0,21.0,train,hit,hard,People on a boat hit a wave so hard that the driver falls over.,hit,firmly
642,4358,28977,trGqULfUlW0_000006_000016,trGqULfUlW0,6.0,16.0,train,hit,hard,A person is showing how they hit a golf ball very hard in the grass.,hit,firmly
643,4371,29026,1n7tJgJLvcU_000128_000138,1n7tJgJLvcU,128.0,138.0,train,hit,hard,A man is alone on a golf course and hitting a golf ball hard with his driver.,hit,firmly
644,4384,29066,NawmN0n7j64_000326_000336,NawmN0n7j64,326.0,336.0,train,hit,hard,Outdoors at a driving range a male hits the golf ball hard with a club and then watches to see where it goes.,hit,firmly
645,4624,30598,VmpSME10mSw_000011_000021,VmpSME10mSw,11.0,21.0,train,pound,hard,A girl is showing crazy moves with her body in an outdoor setting while other people look on and to hard pounding music.,hit,firmly
646,4670,30889,wg2VssX63t4_000004_000014,wg2VssX63t4,4.0,14.0,train,hit,hard,A man takes his head and hits a punching bag to see how hard he can hit it.,hit,firmly
647,4687,30975,mpc567YjueM_000002_000012,mpc567YjueM,2.0,12.0,train,hit,hard,A child hits their head against the wall hard and then falls over.,hit,firmly
648,4801,31558,vxvJ246rKZg_000004_000014,vxvJ246rKZg,4.0,14.0,train,hit,hard,A baseball player runs for the homebase after hitting the ball hard.,hit,firmly
649,5090,33279,pFLWh8mw90A_000054_000064,pFLWh8mw90A,54.0,64.0,train,hit,hard,A man gets hit hard by another man while playing field hockey.,hit,firmly
650,6259,40901,KicXRgi3xl8_000132_000142,KicXRgi3xl8,132.0,142.0,train,beat,heavily,A person beats something very heavily several times using a spanner,hit,firmly
651,6764,44178,nsD3O9AWIDc_000219_000229,nsD3O9AWIDc,219.0,229.0,train,tap,hard,Crafter constructs felt toy by tapping toy hard on block and poking toy with large pin several times.,hit,firmly
652,6977,45688,-6KNHzXeYKo_000173_000183,-6KNHzXeYKo,173.0,183.0,train,beat,hard,A young boy is hopping between various low height structures to hard-beating music.,hit,firmly
653,7237,47564,t1yZlRLTJxM_000048_000058,t1yZlRLTJxM,48.0,58.0,train,hit,forcefully,Two people hit each other forcefully with two soft pillows.,hit,firmly
654,7238,47565,oLAn3tRoE7E_000020_000030,oLAn3tRoE7E,20.0,30.0,train,hit,hard,A couple of kids pillow fighting and the big guy hits the other one really hard .,hit,firmly
655,7833,51124,bLuFiZDrt0o_000050_000060,bLuFiZDrt0o,50.0,60.0,train,hit,hard,"During a hockey match, a player hits another player hard during action.",hit,firmly
656,7840,51175,9fKxm19hBEI_000000_000010,9fKxm19hBEI,0.0,10.0,train,hit,hard,A hockey game with players hitting each other really hard.,hit,firmly
657,8235,53879,P7dXc72kXqw_000001_000011,P7dXc72kXqw,1.0,11.0,train,hit,hard,Two men hitting the tennis ball hard on the tennis court.,hit,firmly
658,8315,54343,5ku_T59rRUY_000024_000034,5ku_T59rRUY,24.0,34.0,train,hit,hard,Two group of guys play volley ball and one guy hits it so hard the other team knocked it out of the line,hit,firmly
659,8329,54412,BYRSePXrZFY_000003_000013,BYRSePXrZFY,3.0,13.0,train,spike,hard,Kids are playing volleyball and the ball is spiked hard over the net.,hit,firmly
660,8546,55962,XRHPe2HDAx0_000000_000010,XRHPe2HDAx0,0.0,10.0,train,hit,hard,A man is standing and then hits a punch bag really hard.,hit,firmly
661,476,3514,WDSg2MPOdGs_000009_000019,WDSg2MPOdGs,9.0,19.0,train,slap,forward,Man has two long ropes one in each hand and he slaps them forward on the floor several times.,hit,forwards
662,8153,53080,J9DKbRy1mns_000000_000010,J9DKbRy1mns,0.0,10.0,train,hit,forward,A number of people riding horses in snow are seem hitting a red ball forward.,hit,forwards
663,146,1001,8hXxJW8433w_000064_000074,8hXxJW8433w,64.0,74.0,train,tap,gently,A woman using all fingers on both hands is gently tapping cream on her face.,hit,gently
664,1799,12545,yffI-qd28Ys_000007_000017,yffI-qd28Ys,7.0,17.0,train,tap,lightly,A person engraves a pattern in a white painted slate tile by tapping lightly on a chisel and following a pattern,hit,gently
665,1812,12622,DZvbqL2_egg_000020_000030,DZvbqL2_egg,20.0,30.0,train,hit,lightly,A wood working tool with a yellow handle is being lightly hit with a mallet.,hit,gently
666,4341,28896,BAL7gr2Nqks_000004_000014,BAL7gr2Nqks,4.0,14.0,train,hit,gently,A man with a golf club gently hits one of three balls he standing besides.,hit,gently
667,4345,28926,qXQ2dFhOYVA_000014_000024,qXQ2dFhOYVA,14.0,24.0,train,hit,lightly,A woman at a golf course lightly hits a golf ball with a golf club towards a man in front of her and then he kicks the ball back to her.,hit,gently
668,4400,29191,h6TKRVzeEBw_000160_000170,h6TKRVzeEBw,160.0,170.0,train,hit,lightly,A man hits a golf ball lightly with a club while others golf behind him.,hit,gently
669,4410,29253,EfNGYOmpFgI_000080_000090,EfNGYOmpFgI,80.0,90.0,train,tap,lightly,A man talks about how to properly align a golf club while another man lightly taps golf balls.,hit,gently
670,4419,29322,e-e76FROesY_000018_000028,e-e76FROesY,18.0,28.0,train,hit,softly,A man is holding a golf club and hits a ball softly into a hole,hit,gently
671,4421,29327,AECMH-hrQeA_000101_000111,AECMH-hrQeA,101.0,111.0,train,hit,gently,A man drops a golf ball onto a golf ball and hits it gently.,hit,gently
672,4799,31548,X6dC9pu5H3k_000001_000011,X6dC9pu5H3k,1.0,11.0,train,hit,softly,A young boy hits a ball softly and runs to first base during a little league game.,hit,gently
673,5949,38343,Grajl3pmHj4_000051_000061,Grajl3pmHj4,51.0,61.0,train,pound,lightly,Two men are squatting down on the floor laying a large concrete tile into place next to one already laid and one many is lightly pounding the tile down.,hit,gently
674,7249,47623,8CavwTWjXws_000008_000018,8CavwTWjXws,8.0,18.0,train,hit,gently,A baby and man are lying on a bed and the baby gently hits the man's head.,hit,gently
675,7548,49638,4Bcm4w0zbVE_000000_000010,4Bcm4w0zbVE,0.0,10.0,train,tap,lightly,A symbol on a drumset is lightly tapped repeatedly in a dark studio.,hit,gently
676,7560,49685,Izlw44yzix4_000172_000182,Izlw44yzix4,172.0,182.0,train,beat,softly,A man softly beats on drums while a bobbling apple is clearly visible.,hit,gently
677,7695,50425,nsHdvY2zblo_000125_000135,nsHdvY2zblo,125.0,135.0,train,hit,softly,a person hitting a gong instrument softly and then messing with items in front of them,hit,gently
678,7696,50428,nsHdvY2zblo_000125_000135,nsHdvY2zblo,125.0,135.0,train,tap,gently,"A man uses a padded wooden stick to gently tap a giant gong, two times.",hit,gently
679,7699,50434,7Xg12CmE3nM_000260_000270,7Xg12CmE3nM,260.0,270.0,train,hit,softly,An old woman softly hitting a gong in a repetitive pattern.,hit,gently
680,7702,50442,lxThxeHTk4o_000197_000207,lxThxeHTk4o,197.0,207.0,train,hit,lightly,A bunch of people are meditating in a small room while a person is lightly hitting a gong.,hit,gently
681,7705,50452,8Zmbu1doSVc_000077_000087,8Zmbu1doSVc,77.0,87.0,train,tap,gently,A man gently taps the gong with two wooden sticks and creates music.,hit,gently
682,7706,50455,YtTgJKafxl4_000035_000045,YtTgJKafxl4,35.0,45.0,train,tap,gently,"A man stands next to a large metal gong, then taps it gently with a soft mallet",hit,gently
683,7707,50462,dO3pkIfvwpk_000166_000176,dO3pkIfvwpk,166.0,176.0,train,beat,lightly,"While some people are seated on the ground, a man lightly beats a drum.",hit,gently
684,7711,50469,bQenU1XGvU4_000002_000012,bQenU1XGvU4,2.0,12.0,train,beat,softly,A bird flies in the sky and a man softly beats on a gong.,hit,gently
685,7714,50477,h2SZI8lP79c_000023_000033,h2SZI8lP79c,23.0,33.0,train,beat,softly,a person is repeatedly beating the gong softly with a stick,hit,gently
686,7715,50482,h2SZI8lP79c_000023_000033,h2SZI8lP79c,23.0,33.0,train,tap,lightly,A gong is lightly tapped by someone standing out of the frame.,hit,gently
687,7718,50501,x_EXGsnR69s_000000_000010,x_EXGsnR69s,0.0,10.0,train,tap,gently,A little boy gently taps a gong before walking away.,hit,gently
688,7483,49176,UyeCxwbAXD4_000035_000045,UyeCxwbAXD4,35.0,45.0,train,beat,badly,A boy talks about being beaten badly at chess while sitting on a couch.,hit,improperly
689,218,1437,5m_yUAT-sZw_000090_000100,5m_yUAT-sZw,90.0,100.0,train,hit,almost,A man yelling at a group of people as a bus almost hits him.,hit,partially
690,1482,10338,j-Sp_RRAJcc_000000_000010,j-Sp_RRAJcc,0.0,10.0,train,hit,nearly,a man does cartwheels across the floor in front of people and nearly hits a projection screen.,hit,partially
691,1660,11387,dCvMZXVMGPk_000002_000012,dCvMZXVMGPk,2.0,12.0,train,hit,barely,A girl barely hits a baseball that bounces and runs towards a base.,hit,partially
692,1815,12648,HHFP_5jYIBM_000000_000010,HHFP_5jYIBM,0.0,10.0,train,tap,slightly,A person takes a stick and keeps it on a square box and taps it slightly,hit,partially
693,2979,19993,W4HIWRurfNY_000001_000011,W4HIWRurfNY,1.0,11.0,train,hit,almost,"A transit officer trying to control traffic, almost being hit and being yelled at.",hit,partially
694,3704,24788,p4eW_rFEkH4_000108_000118,p4eW_rFEkH4,108.0,118.0,train,hit,almost,a boy riding a bike when he suddenly fell on the ground almost hitting his head on the cement,hit,partially
695,3992,26692,EZvZfmBBJ8E_000032_000042,EZvZfmBBJ8E,32.0,42.0,train,hit,almost,"Someone throws something, and a man hits it with a frying pay, and the item almost hits a third man as he walks into the room.",hit,partially
696,4344,28925,qXQ2dFhOYVA_000014_000024,qXQ2dFhOYVA,14.0,24.0,train,hit,almost,A girl learning to gold when she almost hits the instructor watching.,hit,partially
697,4347,28941,qcgspjvqDe8_000035_000045,qcgspjvqDe8,35.0,45.0,train,hit,almost,A man hits a golf ball in front of a crowd and almost hits it in,hit,partially
698,5342,34822,7-tFeQHdeqU_000020_000030,7-tFeQHdeqU,20.0,30.0,train,knock,almost,A woman walking across the street walks into a bicyclist and almost knocks him down.,hit,partially
699,5361,34922,1aDZtU_WeLo_000093_000103,1aDZtU_WeLo,93.0,103.0,train,hit,almost,"A guy on a motorcycle almost hits two people in the middle of the street, then sings as he passes them.",hit,partially
700,5776,37096,KOOfe61BIyE_000023_000033,KOOfe61BIyE,23.0,33.0,train,knock,almost,A man is trying to parasail from a beach and the wind almost knocks him over.,hit,partially
701,6308,41385,Vngl5t56Ico_000066_000076,Vngl5t56Ico,66.0,76.0,train,knock,almost,A person tries to put a stick on a snowman for its mouth and almost knocks off its head.,hit,partially
702,6635,43490,t6cToIQurTk_000003_000013,t6cToIQurTk,3.0,13.0,train,hit,nearly,"A person speeds really fast while on a highway, nearly hitting a truck.",hit,partially
703,928,6353,wgdyM3dC3v4_000004_000014,wgdyM3dC3v4,4.0,14.0,train,knock,successfully,A man encourages a child as he bowls with a bowling aid and successfully knocks over the last pin.,hit,properly
704,1005,6975,6xNJTrIc0-g_000019_000029,6xNJTrIc0-g,19.0,29.0,train,punch,successfully,A small boy successfully punches through  and kicks though wooden board,hit,properly
705,1014,7040,e2RrfW-q_MI_000000_000010,e2RrfW-q_MI,0.0,10.0,train,hit,properly,"A young girl is shown how to properly hit a piece of wood to break it in two with her right hand, by two instructors, one holding the wood and the other standing next to her.",hit,properly
706,2912,19294,WVHse24yHP8_000023_000033,WVHse24yHP8,23.0,33.0,train,hit,correctly,Two young boys dance the macarena with some enthusiasm and try to hit the moves correctly.,hit,properly
707,4326,28799,6PTcHCA6Yr8_000066_000076,6PTcHCA6Yr8,66.0,76.0,train,hit,properly,A man teaching how to hit a golf ball properly into the hole.,hit,properly
708,4359,28983,E58-BLLEpUY_000105_000115,E58-BLLEpUY,105.0,115.0,train,hit,properly,A man explains how to properly hit a golf ball.,hit,properly
709,4397,29159,WF3utRHyruU_000566_000576,WF3utRHyruU,566.0,576.0,train,hit,successfully,A man trying to teach the lady in a yellow top how to play golf.The lady successfully hits the ball,hit,properly
710,4405,29227,Ii0CkNEbygQ_000115_000125,Ii0CkNEbygQ,115.0,125.0,train,hit,properly,A man helps a woman demonstrate how to properly hit a golf ball.,hit,properly
711,4418,29318,gg6xk0Gqc0s_000197_000207,gg6xk0Gqc0s,197.0,207.0,train,hit,properly,A man giving instructions on how to hit a golf ball properly.,hit,properly
712,4790,31482,qSpgsT837EM_000003_000013,qSpgsT837EM,3.0,13.0,train,hit,successfully,A kid successfully hit a baseball and runs the bases.,hit,properly
713,4797,31524,P6RzE2sCfDg_000068_000078,P6RzE2sCfDg,68.0,78.0,train,hit,properly,An instructor demonstrates how to properly hit a base ball with a bat.,hit,properly
714,7542,49614,o4O1JXTsngU_000010_000020,o4O1JXTsngU,10.0,20.0,train,hit,correctly,A person is demonstrating how to correctly hit a cymbal with a drum stick.,hit,properly
715,7622,50015,DS3xrCieUSM_000000_000010,DS3xrCieUSM,0.0,10.0,train,knock,successfully,Someone is playing with some black dominos and successfully knocks them all over,hit,properly
716,7671,50278,2H0GzyhYeMo_000010_000020,2H0GzyhYeMo,10.0,20.0,train,hit,properly,A woman is giving instructions on how to hit a ball properly.,hit,properly
717,1959,13344,n0BQdwtiQ6k_000010_000020,n0BQdwtiQ6k,10.0,20.0,train,slap,fast,A man in a red Diesel shirt is slapping his hands together really fast.,hit,quickly
718,2753,17896,gpBdIrUZyOg_000008_000018,gpBdIrUZyOg,8.0,18.0,train,spank,quickly,A man spanks the skating rink floor very quickly with a straw type broom.,hit,quickly
719,3333,22472,Q-srxcBMN94_000169_000179,Q-srxcBMN94,169.0,179.0,train,drum,fast,A guy is drumming on the table with his hands very fast.,hit,quickly
720,3334,22475,_i7h9py1DEg_000033_000043,_i7h9py1DEg,33.0,43.0,train,tap,rapidly,A white man is rapidly tapping a beat on a wooden table,hit,quickly
721,3338,22495,_vlP33TzJD0_000021_000031,_vlP33TzJD0,21.0,31.0,train,tap,rapidly,A person rapidly taps their fingers on a cardboard box to create a beat.,hit,quickly
722,3339,22497,RfX9FAfLGvk_000019_000029,RfX9FAfLGvk,19.0,29.0,train,drum,quickly,A person drums with their knuckles on a countertop quickly.,hit,quickly
723,3347,22535,QP3DGk8L1JU_000119_000129,QP3DGk8L1JU,119.0,129.0,train,tap,rapidly,An individual is using their hand to tap rapidly on a surface in order to make a musical sound.,hit,quickly
724,6257,40891,WFYm4QHFqgY_000161_000171,WFYm4QHFqgY,161.0,171.0,train,hammer,quickly,A man holds and quickly hammers hot iron on an anvil.,hit,quickly
725,6517,42694,ShFSqvgbx50_000020_000030,ShFSqvgbx50,20.0,30.0,train,hit,vigorously,a man massaging and hitting another man's head vigorously,hit,quickly
726,7499,49363,gvkK-d22WqM_000000_000010,gvkK-d22WqM,0.0,10.0,train,hit,rapidly,A guy playing a video game hitting the buttons rapidly.,hit,quickly
